Heat,Part,label,label_id,SN,Fld,Intensity,Davg,Dcirc,Dmax,Dmin,Dperp,Aspect,Area,Perim,Roundness,Elongation,Pixel.Size...m.per.pixel.,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,image_path,split
3,14359,sulfide,2,3-14359,116,99,2.808,2.669,2.97,2.57,2.582,1.2,5.594,10.38,0.81,0.87,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,7,2,2,7,12,13,16,4,13,19,21,23,23,9,13,13,18,16,15,12,13,19,13,11,9,11,7,8,7,5,6,3,3,2,6,5,2,2,5,3,7,2,2,2,3,2,3,2,6,4,2,5,1,0,5,2,4,4,3,5,3,5,2,3,4,1,3,1,3,4,3,3,4,4,1,3,5,3,2,7,2,2,5,1,3,3,3,6,4,6,3,5,1,2,4,5,4,2,5,6,2,3,6,6,4,4,3,5,6,2,5,2,8,5,7,11,6,7,19,24,29,39,54,79,104,110,126,159,204,240,309,330,402,443,483,530,610,638,721,683,745,715,703,709,690,653,601,564,550,518,424,436,351,336,272,224,176,127,130,91,84,55,58,41,33,20,10,12,7,3,8,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/14359.TIF,train
3,57,oxide,1,3-57,1,91,3.46,3.274,3.613,3.301,3.355,1.1,8.418,13.199,0.82,0.93,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,4,2,5,13,9,3,9,9,8,12,11,11,22,20,9,14,6,18,19,8,15,8,7,15,10,11,11,12,14,5,4,6,9,8,5,9,3,4,9,5,8,10,7,9,3,7,6,8,8,6,7,4,3,5,10,6,5,5,4,5,3,4,3,7,6,5,2,3,4,3,5,8,5,5,3,2,9,11,5,5,5,5,6,4,5,7,8,4,5,4,2,5,5,7,4,5,2,2,7,5,4,5,3,4,5,7,7,8,1,7,10,10,5,6,7,6,4,3,4,5,4,4,11,4,7,7,7,5,5,7,11,12,7,3,2,6,7,10,8,8,8,4,5,9,11,9,6,18,8,11,10,12,19,19,28,28,52,64,86,96,119,146,177,213,257,290,355,395,449,531,565,572,606,647,718,692,712,667,666,650,646,617,542,536,478,403,390,322,290,271,227,166,133,103,80,69,51,51,34,25,16,8,6,11,5,5,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/00057.TIF,train
2,782,oxide,1,2-782,15,70,10.496,10.163,10.955,9.688,10.753,1.0,81.116,36.432,0.86,0.98,0.19766958,10,11,7,8,12,11,6,8,4,7,3,9,6,1,7,2,4,2,5,3,1,7,6,4,5,0,5,4,8,5,2,6,4,0,7,4,9,6,9,9,10,13,10,18,21,20,25,27,46,29,24,35,39,46,49,45,37,44,46,58,55,60,51,52,67,62,41,36,30,35,29,27,21,19,18,12,16,12,17,12,9,14,5,16,8,10,10,9,10,10,12,10,11,10,4,16,9,5,3,6,5,5,6,7,3,6,6,10,6,6,5,7,4,8,12,8,5,15,7,9,7,9,9,12,3,9,3,4,3,7,1,3,6,9,7,6,5,6,6,4,8,3,2,3,6,4,8,10,2,9,6,9,8,8,13,5,8,7,7,10,8,7,6,5,7,5,7,5,7,9,8,8,17,19,16,17,25,28,30,48,59,81,103,147,145,199,245,259,309,368,416,481,548,549,581,596,644,712,669,679,654,647,592,579,535,509,425,387,346,283,230,203,158,138,111,105,69,47,56,34,23,19,6,9,6,3,4,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/00782.TIF,train
3,4081,sulfide,2,3-4081,44,126,2.299,2.094,2.471,2.05,2.114,1.2,3.443,9.846,0.72,0.86,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,1,1,2,1,2,4,7,3,3,1,5,2,4,2,5,2,3,3,3,3,3,2,2,2,6,3,3,1,0,4,5,5,0,2,3,1,5,1,4,3,2,5,6,3,8,3,5,2,4,3,0,2,1,3,5,2,5,5,1,4,2,5,4,2,3,2,7,4,4,6,4,3,6,5,8,2,3,5,4,7,4,4,9,3,5,3,6,6,2,6,8,2,4,6,7,2,5,6,6,6,10,14,14,12,14,19,38,47,44,64,88,103,125,142,193,220,268,287,357,431,458,545,592,627,658,713,721,738,746,742,728,715,714,641,573,503,476,444,385,300,273,242,194,169,153,104,95,71,45,43,30,25,20,13,6,5,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/04081.TIF,train
3,9247,sulfide,2,3-9247,80,98,3.896,2.868,5.535,1.708,1.713,3.2,6.461,13.485,0.27,0.31,0.131785813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,4,1,3,4,2,3,4,3,5,5,1,6,6,9,10,8,7,11,16,10,18,15,15,15,18,16,10,14,9,11,9,9,18,13,11,7,6,10,6,9,6,11,4,5,3,6,4,4,5,5,1,1,3,3,2,5,2,4,4,5,6,11,4,1,7,4,3,4,1,5,0,8,6,3,2,7,4,2,5,2,6,4,5,5,2,2,7,4,1,6,5,2,3,4,6,5,4,1,4,2,3,1,5,5,4,9,1,5,5,11,7,2,4,5,4,6,7,6,9,9,15,22,28,27,34,41,58,86,92,107,152,196,233,245,306,366,403,462,543,536,605,628,660,667,755,711,730,686,613,653,601,558,581,489,469,357,343,274,242,233,169,133,131,99,68,60,47,39,32,23,14,8,9,9,7,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/09247.TIF,train
3,16563,sulfide,2,3-16563,142,97,2.578,2.419,2.798,2.374,2.419,1.2,4.596,9.561,0.75,0.86,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,3,4,6,9,4,3,7,8,9,5,15,8,9,5,21,10,12,7,15,10,16,12,9,9,7,10,6,5,10,5,3,8,2,7,5,4,4,4,8,1,1,3,3,0,4,3,3,2,4,1,3,1,2,3,3,6,0,5,2,1,2,2,2,2,7,2,2,3,4,3,2,2,1,3,0,3,3,2,3,7,3,3,2,3,4,3,1,1,3,5,5,1,2,4,4,4,3,3,1,4,6,3,0,3,7,2,3,4,2,2,1,2,6,4,2,4,4,6,3,8,9,4,12,15,13,14,22,24,30,39,67,75,88,106,144,176,239,269,324,319,386,444,499,531,644,662,660,688,686,747,673,722,684,661,639,609,550,518,483,389,349,282,248,240,185,153,123,86,80,51,40,40,32,6,16,15,10,5,3,2,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/16563.TIF,train
4,2993,sulfide,2,4-2993,33,141,2.564,1.51,3.661,1.033,1.065,3.4,1.79,9.964,0.17,0.29,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,2,0,3,1,4,6,6,6,1,2,2,3,2,2,6,5,0,4,5,2,5,7,5,3,4,3,5,3,4,6,6,1,6,8,8,4,6,8,10,5,6,5,7,5,9,4,4,8,7,4,5,8,8,5,6,8,7,9,12,14,25,22,33,35,38,78,88,90,127,135,175,235,256,347,378,450,525,591,625,696,666,698,748,769,817,755,718,705,666,639,563,544,454,428,351,303,253,212,162,168,106,97,66,65,49,31,19,27,12,9,5,3,3,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02993.TIF,train
2,2558,oxide,1,2-2558,44,69,5.943,5.693,6.342,5.606,5.898,1.1,25.459,22.506,0.81,0.93,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,2,3,5,3,9,16,12,15,21,27,30,29,28,57,59,58,65,72,67,71,85,101,94,86,71,76,85,91,63,60,65,55,49,41,37,35,43,39,27,36,36,30,32,28,32,44,32,31,30,36,36,27,23,33,24,11,20,20,18,16,20,9,3,10,15,8,9,8,5,6,11,12,13,6,5,6,7,7,7,6,7,5,6,6,3,12,9,6,6,5,8,4,12,10,1,3,5,6,3,9,3,6,6,11,4,10,7,3,3,7,6,6,12,5,6,7,5,7,5,8,6,6,10,7,2,4,7,4,7,5,8,13,7,7,6,8,7,9,6,11,10,8,8,8,10,18,18,21,31,42,49,66,75,105,116,168,196,205,275,301,300,362,399,435,545,600,562,565,622,665,639,609,620,574,507,526,445,409,380,343,268,196,214,173,147,113,94,81,56,36,34,28,20,15,16,11,7,4,1,4,2,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/02558.TIF,train
3,3869,sulfide,2,3-3869,42,147,3.53,2.122,5.11,1.101,1.18,4.3,3.537,15.013,0.17,0.23,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,2,6,1,2,6,9,7,5,8,8,7,4,7,9,4,6,11,9,14,11,8,13,7,10,6,7,13,8,7,8,9,5,6,8,7,10,7,5,12,10,10,7,5,15,6,8,11,14,10,6,8,15,11,18,25,31,25,37,40,62,76,100,120,152,190,217,252,305,366,425,488,553,609,602,710,730,704,706,732,732,694,712,703,626,538,564,512,436,366,317,284,222,209,146,154,113,82,67,55,46,27,19,12,13,8,5,2,6,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/03869.TIF,train
1,16253,sulfide,2,1-16253,51,147,2.684,2.419,3.243,2.224,2.23,1.5,4.596,11.33,0.56,0.69,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,2,5,7,12,11,5,8,16,8,11,15,14,19,13,18,24,20,20,14,15,11,17,17,14,16,16,10,12,9,13,12,13,8,7,7,9,6,10,12,5,11,5,10,7,12,5,6,5,5,8,6,7,13,12,13,14,18,21,20,24,33,47,60,89,128,119,171,210,237,310,350,382,473,512,565,542,650,637,674,739,668,716,713,703,664,614,622,533,565,454,408,351,289,291,220,200,156,156,110,67,62,58,36,18,29,13,7,7,4,2,3,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/16253.TIF,train
4,3323,oxy-sulfide,3,4-3323,37,86,3.956,3.798,4.213,3.709,3.727,1.1,11.327,13.81,0.81,0.88,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,7,6,8,13,8,17,17,12,16,12,12,11,11,13,6,15,9,8,8,12,7,11,14,7,10,10,12,12,9,7,8,9,8,6,7,13,14,15,13,8,8,13,5,5,14,15,19,12,12,12,16,16,26,15,17,24,16,28,31,22,27,15,21,20,24,25,20,23,19,25,9,18,7,14,11,12,13,12,9,11,5,4,3,6,3,4,10,5,5,5,6,3,4,3,7,5,8,8,2,4,5,7,5,2,3,3,4,4,5,12,5,7,4,12,4,7,7,6,1,8,4,2,4,9,6,6,3,2,7,6,7,4,8,11,5,5,7,3,10,13,8,10,12,12,15,19,22,20,34,43,57,86,86,111,174,173,220,293,315,351,416,473,499,570,642,612,694,675,701,706,707,673,673,634,600,503,450,437,397,332,279,243,223,188,146,100,78,53,38,49,29,23,10,19,11,8,3,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/03323.TIF,train
3,9729,non-inclusion,0,3-9729,84,116,3.219,2.161,4.692,1.329,1.334,3.5,3.667,11.877,0.21,0.28,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,3,2,1,5,6,1,3,2,1,3,1,4,1,2,4,1,3,0,5,7,2,1,2,1,2,1,1,2,1,2,5,1,2,2,1,2,6,4,0,4,3,2,3,3,5,3,2,2,0,5,6,2,6,7,3,4,7,3,1,2,2,2,4,5,3,4,2,3,5,3,3,4,4,7,3,6,3,7,4,4,3,3,1,4,2,5,6,3,4,3,6,3,5,4,2,8,5,6,4,6,4,2,5,7,4,5,5,8,6,2,3,7,3,2,3,5,2,5,4,3,15,10,15,11,19,20,32,33,60,54,86,126,132,146,200,256,303,325,412,417,473,528,578,672,712,720,694,705,699,750,693,746,662,570,589,506,464,434,346,285,267,252,204,170,103,109,93,71,56,37,21,19,20,11,6,6,7,1,6,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/09729.TIF,train
1,17418,non-inclusion,0,1-17418,60,165,0.985,0.637,1.313,0.558,0.592,2.2,0.318,4.131,0.24,0.45,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,4,5,1,2,3,1,6,5,3,4,8,9,2,7,4,4,8,5,4,11,3,6,3,3,9,4,6,8,9,11,4,6,6,10,7,3,6,5,8,5,13,17,12,10,12,8,8,14,15,11,12,23,10,12,10,16,14,18,15,18,12,13,10,15,11,13,11,14,11,10,20,14,13,7,16,13,11,19,19,15,13,18,19,15,20,25,22,30,33,38,30,38,44,37,47,70,61,64,88,103,105,125,150,150,194,206,246,256,297,344,384,408,525,500,570,597,650,610,616,643,686,630,651,587,585,572,498,481,382,334,315,284,223,203,164,138,95,105,84,60,27,34,22,26,13,9,8,5,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/17418.TIF,train
1,7790,oxy-sulfide,3,1-7790,27,99,2.37,2.233,2.558,2.214,2.383,1.1,3.916,8.719,0.76,0.93,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,3,2,3,2,2,6,4,1,3,3,5,5,2,5,8,6,5,10,8,4,9,6,7,4,5,9,4,5,10,7,7,9,7,4,3,6,7,3,5,6,4,2,4,4,2,3,3,4,1,3,2,3,2,5,3,1,3,8,2,4,3,1,3,0,3,2,4,1,4,3,2,3,1,3,3,2,1,3,6,2,5,2,3,1,3,2,1,0,1,1,3,4,1,1,0,5,4,3,6,1,2,4,3,3,2,2,2,1,5,1,2,4,0,7,7,3,3,1,4,7,7,1,3,2,6,2,7,9,9,10,14,22,20,38,39,61,81,101,132,176,187,205,269,314,361,406,512,551,543,602,663,707,710,736,764,776,723,710,648,635,608,505,471,404,367,309,303,215,205,161,134,132,95,78,48,39,26,24,12,13,11,5,8,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/07790.TIF,train
1,8807,oxy-sulfide,3,1-8807,30,90,2.737,2.581,3.022,2.523,2.543,1.2,5.233,9.624,0.73,0.84,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,3,5,6,7,4,7,2,7,8,4,7,7,4,4,5,6,5,13,2,4,5,7,7,10,9,8,13,8,13,5,9,5,8,3,11,11,7,11,5,7,5,2,7,6,1,5,3,3,3,7,6,4,3,2,1,4,2,2,5,5,4,10,2,4,4,4,4,3,2,3,4,1,4,4,2,2,0,1,0,1,3,4,5,2,2,4,3,3,2,7,2,1,0,3,4,4,4,5,4,1,2,1,2,4,3,0,0,4,3,4,4,3,3,3,3,4,1,2,1,4,3,4,4,1,8,10,4,5,2,5,6,4,5,5,4,5,5,12,17,24,21,20,35,60,67,99,119,127,158,183,213,262,328,396,449,503,573,607,617,677,777,746,742,752,754,698,647,642,588,567,476,468,390,347,327,249,211,192,147,96,90,74,67,31,34,24,16,18,12,7,7,4,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/08807.TIF,train
3,1844,sulfide,2,3-1844,21,121,3.165,2.978,3.454,2.826,2.918,1.2,6.963,13.167,0.74,0.84,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,3,4,7,4,5,6,9,10,19,18,13,12,12,8,18,17,11,12,12,16,12,13,8,8,9,8,5,6,4,5,6,6,5,12,6,10,6,8,5,8,4,9,5,7,5,11,11,8,7,4,9,7,6,8,11,6,11,2,8,8,4,5,5,10,13,7,10,9,12,6,10,10,7,14,7,10,8,5,4,9,4,9,12,6,10,7,12,13,10,3,10,9,7,7,8,11,10,15,15,12,24,16,27,27,56,47,48,75,77,82,142,157,174,221,277,293,375,418,464,502,607,611,608,662,639,706,761,707,690,657,612,624,527,519,453,419,390,312,282,263,208,151,140,90,84,52,55,59,32,29,15,17,11,7,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/01844.TIF,train
3,1958,sulfide,2,3-1958,22,141,4.966,3.782,6.596,2.866,2.927,2.3,11.232,19.61,0.33,0.44,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,5,0,3,7,5,8,5,14,11,18,11,14,19,26,23,24,29,33,24,30,22,39,37,36,39,43,48,45,37,31,48,35,44,45,34,29,25,36,31,26,24,17,21,13,27,15,6,7,18,17,15,10,12,9,7,13,14,5,9,9,3,11,7,8,17,6,10,20,18,32,38,46,58,63,80,111,132,169,201,205,242,306,330,405,454,534,535,560,576,628,666,638,669,657,637,623,584,572,553,506,424,388,359,315,251,218,192,189,131,127,99,78,69,68,44,26,24,16,19,9,16,10,8,8,7,10,1,3,5,3,3,2,2,3,5,2,5,0,2,1,3,2,0,14,data/raw/heat_3/imgs/01958.TIF,train
3,18039,oxide,1,3-18039,160,86,6.854,6.57,7.264,6.152,6.485,1.1,33.901,24.508,0.82,0.89,0.131785813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,3,1,1,2,5,5,3,4,2,5,6,10,9,9,14,10,8,10,11,20,20,22,16,12,15,20,17,27,23,20,22,24,21,19,16,15,18,13,22,20,17,10,14,15,13,9,10,12,8,17,15,18,19,18,22,23,19,27,13,27,25,28,25,39,29,55,49,29,45,35,39,32,31,35,30,29,24,26,24,18,25,34,18,23,17,17,9,15,11,13,10,6,7,6,7,8,6,4,9,2,7,5,7,6,8,1,8,4,6,5,4,7,4,7,3,2,4,4,1,3,4,1,2,6,3,5,4,4,5,3,2,5,5,5,3,4,2,5,5,6,6,3,3,4,5,4,5,8,5,9,7,6,5,9,15,14,24,25,34,53,61,76,87,88,156,161,232,237,285,309,338,407,463,491,542,551,622,638,666,643,656,602,592,635,560,492,507,491,413,345,330,256,246,183,158,146,112,104,75,63,47,44,26,14,17,16,10,5,2,5,2,1,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/18039.TIF,train
1,175,oxide,1,1-175,2,69,5.88,5.316,6.785,4.481,4.75,1.4,22.196,23.903,0.61,0.7,0.131785813,84,30,12,9,8,8,7,7,5,4,5,1,3,4,5,2,6,9,5,10,11,7,6,5,7,8,5,4,11,5,9,8,14,4,5,3,7,9,7,8,12,7,10,11,13,13,15,15,15,12,21,22,14,11,16,15,18,26,23,13,14,14,19,15,12,15,14,14,8,10,10,15,8,6,8,5,2,4,5,4,6,3,4,4,4,1,5,2,5,1,2,3,3,5,7,3,5,5,4,2,3,4,4,3,3,5,4,4,3,1,3,2,5,4,1,2,4,6,7,1,0,5,7,5,3,5,4,5,5,3,3,5,4,3,4,2,3,5,2,6,3,5,1,2,4,4,12,3,5,4,4,6,7,8,5,7,5,5,9,3,6,9,4,13,12,8,12,9,4,6,11,11,16,18,25,38,42,41,64,83,73,104,142,133,167,208,250,323,361,405,443,520,540,583,665,676,642,667,708,720,717,647,615,582,578,483,439,385,388,270,239,213,177,153,122,96,78,62,53,30,28,29,14,9,8,2,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/00175.TIF,train
3,684,sulfide,2,3-684,9,116,3.963,3.676,4.539,3.143,3.164,1.4,10.612,14.434,0.66,0.7,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,2,4,4,4,4,12,11,14,16,19,21,15,23,23,21,28,31,28,30,31,30,30,42,45,37,33,39,26,30,35,26,28,14,25,25,16,16,19,11,11,12,17,6,13,6,10,4,4,10,9,6,3,8,8,4,5,8,6,8,5,5,8,7,6,9,3,6,4,7,12,3,6,3,7,14,8,5,6,10,5,8,5,6,4,7,11,9,6,7,5,9,15,13,9,16,21,24,22,35,55,69,55,82,82,110,152,179,188,269,296,331,407,449,469,560,611,610,663,679,682,662,644,666,646,627,548,492,530,479,422,392,306,285,237,202,169,146,130,103,57,54,53,33,21,16,12,11,9,6,6,2,3,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/00684.TIF,train
4,2707,non-inclusion,0,4-2707,30,132,1.1,0.857,1.382,0.781,0.819,1.7,0.577,3.615,0.38,0.59,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,1,3,1,1,1,0,1,1,0,0,1,0,0,0,2,0,2,3,0,0,0,3,1,1,0,3,3,2,2,1,2,2,2,4,2,3,0,0,0,2,0,4,2,2,3,2,3,1,1,6,2,4,4,8,7,21,25,29,46,54,65,98,129,156,201,203,258,334,384,447,511,573,603,667,658,758,758,787,800,741,785,701,715,628,623,546,440,430,423,323,275,249,158,148,122,99,79,56,49,32,16,20,15,8,8,3,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02707.TIF,train
